MAL_ID,Name,Score,Genres,English name,Japanese name,Type,Episodes,Aired,Premiered,Producers,Licensors,Studios,Source,Duration,Rating,Ranked,Popularity,Members,Favorites,Watching,Completed,On-Hold,Dropped,Plan to Watch,Score-10,Score-9,Score-8,Score-7,Score-6,Score-5,Score-4,Score-3,Score-2,Score-1
133,Green Green,6.21,"Comedy, Ecchi, Romance, School, Slice of Life",Green Green,グリーングリーン,TV,12,"Jul 12, 2003 to Sep 27, 2003",Summer 2003,"Pony Canyon, Memory-Tech, Studio Jack",Media Blasters,Studio Matrix,Visual novel,24 min. per ep.,R+ - Mild Nudity,7303.0,1333,106208,263,2671,79017,2144,5446,16930,2977.0,4121.0,8463.0,13923.0,12367.0,8440.0,4931.0,2663.0,2082.0,1929.0
134,Gunslinger Girl,7.42,"Action, Psychological, Military, Drama, Sci-Fi",Gunslinger Girl,ガンスリンガー・ガール,TV,13,"Oct 9, 2003 to Feb 19, 2004",Fall 2003,"Marvelous, Fuji TV",Funimation,Madhouse,Manga,24 min. per ep.,R - 17+ (violence & profanity),1821.0,920,161010,1140,6742,82948,7728,8160,55432,5251.0,9781.0,18687.0,18770.0,9310.0,4497.0,1770.0,641.0,294.0,273.0
135,Hikaru no Go,8.11,"Comedy, Game, Shounen, Supernatural",Hikaru no Go,ヒカルの碁,TV,75,"Oct 10, 2001 to Mar 26, 2003",Fall 2001,"TV Tokyo, Dentsu, Dream Force",VIZ Media,Studio Pierrot,Manga,23 min. per ep.,PG-13 - Teens 13 or older,400.0,1287,111164,2186,5480,62705,6454,6700,29825,8488.0,12124.0,15895.0,10584.0,4099.0,1818.0,520.0,171.0,84.0,121.0
136,Hunter x Hunter,8.42,"Action, Adventure, Super Power, Fantasy, Shounen",Hunter x Hunter,HUNTER×HUNTER（ハンター×ハンター）,TV,62,"Oct 16, 1999 to Mar 31, 2001",Fall 1999,Fuji TV,VIZ Media,Nippon Animation,Manga,23 min. per ep.,PG-13 - Teens 13 or older,143.0,319,416227,9525,28061,260968,15535,15100,96563,47419.0,54430.0,58285.0,30731.0,9392.0,3638.0,1134.0,429.0,258.0,756.0
137,Hunter x Hunter: Original Video Animation,8.33,"Action, Adventure, Super Power, Shounen",Unknown,HUNTER×HUNTER Original Video Animation,OVA,8,"Jan 17, 2002 to Apr 17, 2002",Unknown,Unknown,Unknown,Nippon Animation,Manga,24 min. per ep.,PG-13 - Teens 13 or older,205.0,1375,101579,408,2115,80683,832,776,17173,11508.0,14218.0,16660.0,8671.0,2419.0,805.0,184.0,76.0,39.0,337.0
138,Hunter x Hunter: Greed Island,8.21,"Action, Adventure, Super Power, Fantasy, Shounen",Unknown,ハンターｘハンター:Greed Island,OVA,8,"Feb 5, 2003 to Apr 16, 2003",Unknown,Unknown,Unknown,Nippon Animation,Manga,22 min. per ep.,PG-13 - Teens 13 or older,299.0,1244,116633,318,2256,98042,833,802,14700,12763.0,16102.0,20072.0,11433.0,3505.0,1179.0,386.0,160.0,131.0,300.0
139,Hunter x Hunter: Greed Island Final,8.29,"Action, Adventure, Super Power, Fantasy, Shounen",Unknown,ハンター×ハンター　G・I　Final,OVA,14,"Mar 3, 2004 to Aug 18, 2004",Unknown,Unknown,Unknown,Nippon Animation,Manga,24 min. per ep.,PG-13 - Teens 13 or older,230.0,1288,111292,268,2091,92109,827,750,15515,12905.0,16044.0,18455.0,9667.0,2997.0,1048.0,351.0,155.0,111.0,304.0
141,Jinki:Extend,6.14,"Mecha, Sci-Fi",Jinki:Extend,ジンキ・エクステンド,TV,12,"Jan 6, 2005 to Mar 24, 2005",Winter 2005,"TV Asahi, GANSIS","ADV Films, Funimation",feel.,Manga,23 min. per ep.,R - 17+ (violence & profanity),7618.0,4923,9900,10,420,4784,474,699,3523,95.0,146.0,451.0,957.0,909.0,710.0,314.0,129.0,76.0,46.0
142,Kamikaze Kaitou Jeanne,7.45,"Adventure, Comedy, Demons, Drama, Fantasy, Magic, Mystery, Romance, Shoujo",Unknown,神風怪盗ジャンヌ,TV,44,"Feb 13, 1999 to Jan 29, 2000",Winter 1999,Unknown,Unknown,Toei Animation,Manga,24 min. per ep.,PG-13 - Teens 13 or older,1746.0,2363,46140,499,1518,32304,1751,1977,8590,2675.0,3492.0,5692.0,6523.0,3509.0,1692.0,538.0,167.0,101.0,54.0
143,Kannazuki no Miko,6.87,"Supernatural, Drama, Magic, Romance, Mecha, Shounen, Shoujo Ai",Destiny of the Shrine Maiden,神無月の巫女,TV,12,"Oct 2, 2004 to Dec 18, 2004",Fall 2004,"Studio Fantasia, Geneon Universal Entertainment, Remic, Front Line, Kodansha, Rondo Robe, Memory-Tech, Toshiba Entertainment","Sentai Filmworks, Geneon Entertainment USA",TNK,Manga,24 min. per ep.,PG-13 - Teens 13 or older,4169.0,2000,60077,767,2269,33411,2025,2994,19378,2385.0,2784.0,4804.0,6447.0,4552.0,2848.0,1593.0,750.0,414.0,297.0
144,Kanon,7.11,"Drama, Romance, Slice of Life, Supernatural",Unknown,カノン,TV,13,"Jan 31, 2002 to Mar 28, 2002",Winter 2002,"Movic, Fuji TV, Fujipacific Music",Funimation,Toei Animation,Visual novel,24 min. per ep.,G - All Ages,3174.0,2105,55784,248,1418,32662,1469,2522,17713,2080.0,2785.0,5100.0,6498.0,3833.0,2084.0,886.0,450.0,251.0,235.0
145,Kareshi Kanojo no Jijou,7.61,"Comedy, Drama, Romance, School, Shoujo, Slice of Life",His and Her Circumstances,彼氏彼女の事情,TV,26,"Oct 2, 1998 to Mar 26, 1999",Fall 1998,"TV Tokyo, GANSIS",Nozomi Entertainment,"Gainax, J.C.Staff",Manga,24 min. per ep.,PG-13 - Teens 13 or older,1254.0,875,170539,2188,11136,75368,10132,7994,65909,6330.0,11119.0,18489.0,16634.0,7499.0,3331.0,1230.0,428.0,262.0,209.0
146,Kono Minikuku mo Utsukushii Sekai,6.76,"Sci-Fi, Comedy, Drama, Magic, Romance, Ecchi",This Ugly Yet Beautiful World,この醜くも美しい世界,TV,12,"Apr 2, 2004 to Jun 18, 2004",Spring 2004,"Geneon Universal Entertainment, TBS, Rondo Robe, Movic",ADV Films,"Gainax, Shaft",Original,24 min. per ep.,R+ - Mild Nudity,4625.0,2145,54222,178,1995,33816,1909,2381,14121,1514.0,2347.0,4842.0,7311.0,5021.0,3079.0,1446.0,607.0,343.0,197.0
147,Kimi ga Nozomu Eien,7.24,"Drama, Romance, Slice of Life",Rumbling Hearts,君が望む永遠,TV,14,"Oct 5, 2003 to Jan 4, 2004",Fall 2003,"Lantis, Media Factory, Age",Funimation,Studio Fantasia,Visual novel,23 min. per ep.,R+ - Mild Nudity,2604.0,1187,123752,1072,3792,75846,3242,4458,36414,6057.0,9127.0,14332.0,14635.0,8360.0,4503.0,2468.0,1128.0,771.0,691.0
148,Kita e.: Diamond Dust Drops,6.62,"Drama, Romance, Slice of Life",Diamond Daydreams,北へ。 ～Diamond Dust Drops～,TV,12,"Jan 20, 2004 to Apr 5, 2004",Winter 2004,Unknown,ADV Films,Studio Deen,Visual novel,24 min. per ep.,PG-13 - Teens 13 or older,5305.0,5411,7823,9,345,2781,354,418,3925,106.0,151.0,400.0,688.0,480.0,310.0,124.0,75.0,17.0,20.0
149,Loveless,6.86,"Action, Mystery, Supernatural, Drama, Romance, Fantasy, Josei, Shounen Ai",Loveless,LOVELESS,TV,12,"Apr 7, 2005 to Jun 30, 2005",Spring 2005,"Bandai Visual, TV Asahi, Movic",Media Blasters,J.C.Staff,Manga,24 min. per ep.,PG-13 - Teens 13 or older,4203.0,1215,121063,1632,4134,81173,4010,8783,22963,5825.0,7084.0,10721.0,14257.0,10659.0,6853.0,3832.0,1732.0,1173.0,1081.0
150,Blood+,7.66,"Action, Military, Mystery, Horror, Supernatural, Drama, Vampire",Blood+,ブラッドプラス,TV,50,"Oct 8, 2005 to Sep 23, 2006",Fall 2005,"Aniplex, Mainichi Broadcasting System",Sony Pictures Entertainment,Production I.G,Original,24 min. per ep.,R - 17+ (violence & profanity),1116.0,431,317767,4623,17892,163002,20855,20329,95689,16366.0,23972.0,36825.0,34360.0,16234.0,8377.0,3281.0,1140.0,595.0,452.0
151,Re: Cutey Honey,7.12,"Action, Sci-Fi, Comedy, Ecchi, Shoujo Ai",Unknown,Re:キューティーハニー,OVA,3,"Jul 24, 2004 to Sep 25, 2004",Unknown,Toei Video,Unknown,"Gainax, Toei Animation",Manga,46 min. per ep.,R+ - Mild Nudity,3130.0,3430,22697,133,914,10939,588,534,9722,433.0,903.0,2314.0,2742.0,1446.0,651.0,223.0,98.0,38.0,42.0
152,Solty Rei,7.28,"Action, Sci-Fi, Super Power",Unknown,ソルティレイ,TV,24,"Oct 7, 2005 to Mar 31, 2006",Fall 2005,"AIC, TV Asahi, Sotsu Music Publishing",Funimation,Gonzo,Original,23 min. per ep.,R - 17+ (violence & profanity),2447.0,3233,25666,124,1098,13419,1462,1473,8214,730.0,1303.0,2914.0,3287.0,1692.0,853.0,286.0,111.0,46.0,37.0
153,Juuni Kokuki,8.06,"Action, Adventure, Fantasy, Magic, Supernatural",The Twelve Kingdoms,十二国記,TV,45,"Apr 9, 2002 to Aug 30, 2003",Spring 2002,Sogo Vision,"Media Blasters, Discotek Media, Tokyopop",Studio Pierrot,Novel,25 min. per ep.,PG-13 - Teens 13 or older,464.0,1266,113627,2261,6948,41705,5871,4897,54206,6014.0,8974.0,10809.0,6879.0,2926.0,1462.0,616.0,277.0,146.0,154.0
154,Shaman King,7.78,"Action, Adventure, Comedy, Super Power, Supernatural, Shounen",Shaman King,シャーマンキング,TV,64,"Jul 4, 2001 to Sep 25, 2002",Summer 2001,"TV Tokyo, Nihon Ad Systems, TV Tokyo Music",4Kids Entertainment,Xebec,Manga,23 min. per ep.,PG-13 - Teens 13 or older,853.0,477,294021,3672,11999,208822,11722,13069,48409,22092.0,27013.0,45643.0,41073.0,16854.0,6947.0,2045.0,797.0,342.0,254.0
155,X/1999,6.59,"Action, Drama, Fantasy, Horror, Magic, Sci-Fi, Supernatural",X - The Movie,"エックス, X/1999",Movie,1,"Aug 3, 1996",Unknown,"Kadokawa Shoten, Victor Entertainment, Marubeni, Movic, Sega, Shelty",Manga Entertainment,Madhouse,Manga,1 hr. 37 min.,R - 17+ (violence & profanity),5420.0,2904,31227,128,454,22871,314,351,7237,1096.0,1596.0,2816.0,3780.0,3072.0,1868.0,1193.0,567.0,349.0,200.0
156,X,7.43,"Action, Super Power, Drama, Magic, Romance, Fantasy, Shoujo",X,X−エックス−,TV,24,"Oct 3, 2001 to Mar 27, 2002",Fall 2001,"Bandai Visual, Kadokawa Shoten, d-rights, chara-ani.com","Funimation, Geneon Entertainment USA",Madhouse,Manga,24 min. per ep.,R+ - Mild Nudity,1804.0,1818,69684,796,2710,39454,3274,3006,21240,3338.0,4772.0,7876.0,8060.0,4254.0,2047.0,893.0,317.0,203.0,138.0
157,Mahou Sensei Negima!,6.98,"Comedy, Ecchi, Fantasy, Harem, Magic, Romance, School, Shounen, Super Power, Supernatural",Negima!,魔法先生 ネギま！,TV,26,"Jan 6, 2005 to Jun 30, 2005",Winter 2005,Starchild Records,"Funimation, Sentai Filmworks",Xebec,Manga,23 min. per ep.,PG-13 - Teens 13 or older,3708.0,1208,121120,601,5607,74264,5159,7468,28622,3438.0,5581.0,11739.0,16816.0,10244.0,5568.0,2566.0,981.0,524.0,346.0
158,Maria-sama ga Miteru,7.34,"Slice of Life, Drama, Romance, Shoujo, Shoujo Ai",Maria Watches Over Us,マリア様がみてる,TV,13,"Jan 8, 2004 to Apr 1, 2004",Winter 2004,"Rondo Robe, TV Tokyo Music","Nozomi Entertainment, Maiden Japan",Studio Deen,Light novel,24 min. per ep.,PG-13 - Teens 13 or older,2178.0,2170,53511,663,2234,22274,1941,2716,24346,1570.0,2405.0,4446.0,4901.0,2611.0,1342.0,521.0,234.0,105.0,142.0
159,Boukyaku no Senritsu,6.34,"Adventure, Fantasy, Horror, Mecha, Psychological, Sci-Fi, Shounen, Space, Supernatural",The Melody of Oblivion,忘却の旋律,TV,24,"Apr 7, 2004 to Sep 22, 2004",Spring 2004,"Kadokawa Shoten, TBS, KENMedia",Geneon Entertainment USA,"Gainax, J.C.Staff",Manga,23 min. per ep.,PG-13 - Teens 13 or older,6657.0,3975,16632,43,785,6788,751,1212,7096,218.0,391.0,731.0,1364.0,1202.0,838.0,464.0,236.0,135.0,90.0
160,"Ima, Soko ni Iru Boku",7.66,"Adventure, Drama, Fantasy, Military, Sci-Fi","Now and Then, Here and There",今、そこにいる僕,TV,13,"Oct 14, 1999 to Jan 20, 2000",Fall 1999,"Victor Entertainment, Pioneer LDC, Rakuonsha",Central Park Media,AIC,Original,25 min. per ep.,R - 17+ (violence & profanity),1140.0,1309,108100,1018,4451,39741,3252,2434,58222,4012.0,6505.0,9669.0,7286.0,3490.0,1636.0,804.0,376.0,170.0,220.0
161,Peace Maker Kurogane,7.33,"Action, Comedy, Historical, Samurai, Shounen",Peace Maker Kurogane,PEACE MAKER 鐵,TV,24,"Oct 8, 2003 to Mar 24, 2004",Fall 2003,"GDH, TV Asahi, Imagica","ADV Films, Funimation",Gonzo,Manga,24 min. per ep.,R - 17+ (violence & profanity),2186.0,2251,50151,307,2172,26653,2370,2148,16808,1565.0,2755.0,5455.0,6245.0,3005.0,1468.0,560.0,183.0,85.0,66.0
162,Pita Ten,6.94,"Comedy, Fantasy, Kids, Romance, School, Shounen",Pita-Ten,ぴたテン,TV,26,"Apr 7, 2002 to Sep 29, 2002",Spring 2002,Broccoli,Nozomi Entertainment,Madhouse,Manga,24 min. per ep.,G - All Ages,3863.0,3626,20422,104,743,11980,1103,1557,5039,601.0,939.0,1793.0,2671.0,1814.0,1058.0,409.0,165.0,71.0,55.0
163,Power Stone,6.48,"Adventure, Comedy, Fantasy, Historical, Shounen",Unknown,パワーストーン,TV,26,"Apr 3, 1999 to Sep 25, 1999",Spring 1999,Avex Entertainment,ADV Films,Studio Pierrot,Game,20 min. per ep.,PG - Children,6015.0,5874,6378,20,196,4024,223,447,1488,150.0,182.0,393.0,863.0,763.0,483.0,190.0,65.0,31.0,30.0
164,Mononoke Hime,8.72,"Action, Adventure, Fantasy",Princess Mononoke,もののけ姫,Movie,1,"Jul 12, 1997",Unknown,"Tokuma Shoten, Nippon Television Network",GKIDS,Studio Ghibli,Original,2 hr. 15 min.,PG-13 - Teens 13 or older,40.0,91,876813,17114,11422,735624,3384,1386,124997,184173.0,167754.0,131050.0,57874.0,17052.0,5570.0,1660.0,545.0,283.0,702.0
165,RahXephon,7.42,"Action, Drama, Mecha, Music, Mystery, Psychological, Romance, Sci-Fi",RahXephon,ラーゼフォン,TV,26,"Jan 21, 2002 to Sep 11, 2002",Winter 2002,"Asatsu DK, Fuji TV",ADV Films,Bones,Original,23 min. per ep.,PG-13 - Teens 13 or older,1820.0,1395,100343,949,4101,46207,4534,4203,41298,3247.0,5815.0,10129.0,10104.0,4981.0,2400.0,1150.0,424.0,228.0,179.0
166,Samurai 7,7.48,"Historical, Mecha, Samurai, Sci-Fi",Samurai 7,サムライセブン,TV,26,"Jun 12, 2004 to Dec 25, 2004",Summer 2004,"GDH, Sotsu Music Publishing",Funimation,Gonzo,Other,26 min. per ep.,PG-13 - Teens 13 or older,1646.0,1295,110124,744,4453,67372,4951,4474,28874,4415.0,8054.0,15364.0,16074.0,6890.0,3029.0,1018.0,387.0,167.0,126.0
167,Scrapped Princess,7.41,"Sci-Fi, Adventure, Comedy, Drama, Fantasy, Mecha, Shounen",Scrapped Princess,スクラップド・プリンセス,TV,24,"Apr 8, 2003 to Oct 7, 2003",Spring 2003,"Kadokawa Shoten, A-Line","Funimation, Bandai Entertainment",Bones,Light novel,23 min. per ep.,PG-13 - Teens 13 or older,1861.0,1637,81917,433,3417,42524,3547,3269,29160,1831.0,4724.0,10148.0,10497.0,4387.0,2085.0,625.0,193.0,92.0,97.0
168,s.CRY.ed,7.38,"Action, Sci-Fi, Adventure, Super Power, Drama",s-CRY-ed,スクライド,TV,26,"Jul 4, 2001 to Dec 26, 2001",Summer 2001,Yomiko Advertising,"Bandai Entertainment, Sentai Filmworks, Discotek Media",Sunrise,Original,24 min. per ep.,PG-13 - Teens 13 or older,1969.0,1787,72311,673,2428,44099,2630,2840,20314,2742.0,4865.0,8857.0,9983.0,4771.0,2331.0,880.0,307.0,163.0,92.0
169,Shingetsutan Tsukihime,6.91,"Action, Horror, Mystery, Romance, Super Power, Supernatural, Vampire",Lunar Legend Tsukihime,真月譚 月姫,TV,12,"Oct 10, 2003 to Dec 26, 2003",Fall 2003,"TBS, Rondo Robe, Movic","Sentai Filmworks, Geneon Entertainment USA",J.C.Staff,Visual novel,24 min. per ep.,R - 17+ (violence & profanity),3970.0,1086,135721,654,5080,77659,3687,4104,45191,3795.0,6704.0,13229.0,16972.0,9908.0,5351.0,2881.0,1453.0,933.0,895.0
170,Slam Dunk,8.53,"Comedy, Drama, School, Shounen, Sports",Slam Dunk,スラムダンク,TV,101,"Oct 16, 1993 to Mar 23, 1996",Fall 1993,"TV Asahi, Animax","Flatiron Film Company, Geneon Entertainment USA",Toei Animation,Manga,23 min. per ep.,PG-13 - Teens 13 or older,92.0,728,201203,5471,15530,108713,12179,7862,56919,24041.0,26797.0,25578.0,12645.0,4036.0,1603.0,493.0,215.0,125.0,443.0
171,Strange Dawn,6.35,"Adventure, Drama, Fantasy",Unknown,ストレンジ・ドーン,TV,13,"Jul 11, 2000 to Sep 26, 2000",Summer 2000,Unknown,Urban Vision,Hal Film Maker,Original,23 min. per ep.,PG - Children,6634.0,7014,4112,7,180,1487,168,205,2072,28.0,58.0,177.0,333.0,293.0,180.0,71.0,28.0,20.0,18.0
173,Tactics,7.23,"Mystery, Comedy, Historical, Demons, Supernatural, Drama, Shounen",Unknown,タクティクス,TV,25,"Oct 6, 2004 to Mar 30, 2005",Fall 2004,"Studio Izena, MediaNet",Manga Entertainment,Studio Deen,Manga,24 min. per ep.,PG-13 - Teens 13 or older,2668.0,2670,36569,184,2144,15626,2413,2272,14114,929.0,1528.0,3007.0,3854.0,2149.0,1192.0,418.0,149.0,56.0,34.0
174,Tenjou Tenge,6.93,"Action, Ecchi, Martial Arts, Comedy, Super Power, School, Shounen",Tenjho Tenge,天上天下,TV,24,"Apr 2, 2004 to Sep 17, 2004",Spring 2004,TV Asahi,"Discotek Media, Geneon Entertainment USA",Madhouse,Manga,23 min. per ep.,R - 17+ (violence & profanity),3911.0,934,158482,647,7266,100783,6039,8559,35835,4525.0,7930.0,16479.0,23495.0,14073.0,7564.0,3713.0,1556.0,769.0,479.0
175,Tokyo Underground,6.63,"Action, Adventure, Romance, Sci-Fi, Shounen, Super Power",Tokyo Underground,東京アンダーグラウンド,TV,26,"Apr 2, 2002 to Sep 24, 2002",Spring 2002,TV Tokyo Music,"Discotek Media, Geneon Entertainment USA",Studio Pierrot,Manga,25 min. per ep.,PG-13 - Teens 13 or older,5230.0,3254,25243,41,1335,13386,1350,1740,7432,380.0,675.0,1717.0,3071.0,2310.0,1460.0,547.0,216.0,113.0,70.0
176,Triangle Heart: Sweet Songs Forever,6.19,"Adventure, Romance",Unknown,とらいあんぐるハート -Sweet Songs Forever-,OVA,4,"Jul 24, 2003 to Dec 26, 2003",Unknown,Discovery,Unknown,Seven Arcs,Visual novel,28 min. per ep.,PG-13 - Teens 13 or older,7381.0,5991,6030,6,192,3163,144,193,2338,85.0,110.0,276.0,582.0,574.0,423.0,196.0,86.0,37.0,21.0
177,Tsubasa Chronicle,7.55,"Action, Adventure, Fantasy, Magic, Romance, Supernatural, Shounen",Tsubasa RESERVoir CHRoNiCLE,ツバサ・クロニクル,TV,26,"Apr 9, 2005 to Oct 15, 2005",Spring 2005,"NHK, Kodansha",Funimation,Bee Train,Manga,25 min. per ep.,PG-13 - Teens 13 or older,1437.0,759,195978,2284,9373,106909,11295,11986,56415,9325.0,13441.0,22827.0,22477.0,10508.0,5296.0,2054.0,818.0,338.0,272.0
178,Ultra Maniac,7.18,"Comedy, Magic, Romance, School, Shoujo",Ultramaniac - Magical Girl,ウルトラマニアック,TV,26,"May 20, 2003 to Nov 11, 2003",Spring 2003,"WAO World, Studio Jack","Discotek Media, Geneon Entertainment USA",Production Reed,Manga,24 min. per ep.,G - All Ages,2871.0,3103,27718,141,1221,15384,1352,1595,8166,886.0,1372.0,2664.0,3686.0,2002.0,1091.0,320.0,133.0,73.0,44.0
179,Ultra Maniac OVA,6.69,"Comedy, Magic, Romance, School",Unknown,ウルトラマニアック,OVA,1,"Aug 6, 2002",Unknown,Unknown,Unknown,Production Reed,Unknown,21 min.,G - All Ages,4978.0,6509,4941,4,76,3304,77,70,1414,125.0,163.0,335.0,650.0,522.0,278.0,76.0,27.0,22.0,14.0
180,Vandread,7.21,"Action, Ecchi, Mecha, Sci-Fi, Shounen, Space",Vandread,ヴァンドレッド,TV,13,"Oct 3, 2000 to Dec 19, 2000",Fall 2000,"GDH, Dentsu, Media Factory","Funimation, Geneon Entertainment USA",Gonzo,Original,22 min. per ep.,PG-13 - Teens 13 or older,2723.0,1771,73554,436,2047,53218,1823,2410,14056,2434.0,4688.0,9516.0,12448.0,6101.0,2829.0,1032.0,427.0,236.0,132.0
181,Vandread: The Second Stage,7.42,"Action, Ecchi, Mecha, Sci-Fi, Shounen, Space",Unknown,ヴァンドレッド the second stage,TV,13,"Oct 5, 2001 to Jan 18, 2002",Fall 2001,"GDH, Dentsu, Media Factory","Funimation, Geneon Entertainment USA",Gonzo,Original,22 min. per ep.,PG-13 - Teens 13 or older,1850.0,2326,47649,117,807,40117,720,601,5404,2142.0,4084.0,7875.0,8786.0,3742.0,1571.0,500.0,204.0,73.0,44.0
182,Tenkuu no Escaflowne,7.7,"Adventure, Psychological, Romance, Fantasy, Mecha",The Vision of Escaflowne,天空のエスカフローネ,TV,26,"Apr 2, 1996 to Sep 24, 1996",Spring 1996,"TV Tokyo, Bandai Visual","Funimation, Bandai Entertainment",Sunrise,Original,24 min. per ep.,PG-13 - Teens 13 or older,1037.0,1157,127239,2086,4987,70674,5094,4211,42273,6311.0,10107.0,16442.0,14572.0,6125.0,2595.0,891.0,320.0,144.0,109.0
183,Whistle!,7.39,"School, Shounen, Sports",Unknown,ホイッスル！,TV,39,"May 6, 2002 to Feb 3, 2003",Spring 2002,Marvelous,Unknown,Studio Comet,Manga,24 min. per ep.,G - All Ages,1939.0,4545,12063,73,542,7300,498,603,3120,452.0,746.0,1505.0,1811.0,765.0,332.0,110.0,42.0,27.0,26.0
184,Xenosaga The Animation,6.37,"Action, Mecha, Sci-Fi, Shounen, Space",Unknown,ゼノサーガ THE ANIMATION,TV,12,"Jan 6, 2005 to Mar 24, 2005",Winter 2005,Happinet Pictures,"ADV Films, Funimation",Toei Animation,Game,23 min. per ep.,PG-13 - Teens 13 or older,6577.0,3838,17824,46,637,9556,812,1200,5619,282.0,426.0,1041.0,1995.0,1781.0,1191.0,583.0,263.0,116.0,78.0
185,Initial D First Stage,8.29,"Action, Cars, Drama, Seinen, Sports",Initial D First Stage,頭文字〈イニシャル〉D,TV,26,"Apr 19, 1998 to Dec 6, 1998",Spring 1998,"OB Planning, Fuji TV","Funimation, Tokyopop","Gallop, Studio Comet",Manga,25 min. per ep.,PG-13 - Teens 13 or older,231.0,638,229315,6949,14291,148516,7949,4915,53644,22426.0,29409.0,37279.0,20081.0,5685.0,2073.0,633.0,209.0,149.0,225.0
186,Initial D Second Stage,8.12,"Action, Cars, Drama, Seinen, Sports",Initial D Second Stage,頭文字〈イニシャル〉D SECOND STAGE,TV,13,"Oct 15, 1999 to Jan 21, 2000",Fall 1999,"OB Planning, Fuji TV","Funimation, Tokyopop",Pastel,Manga,23 min. per ep.,PG-13 - Teens 13 or older,391.0,1095,134642,691,3055,114742,1279,751,14815,12292.0,18903.0,29970.0,17122.0,4454.0,1244.0,293.0,96.0,33.0,62.0
187,Initial D Third Stage,7.89,"Action, Cars, Sports, Drama, Romance, Seinen",Unknown,頭文字〈イニシャル〉D THIRD STAGE,Movie,1,"Jan 13, 2001",Unknown,OB Planning,Funimation,Studio Deen,Manga,1 hr. 45 min.,PG-13 - Teens 13 or older,689.0,1270,113842,469,1340,98309,519,348,13326,9194.0,12565.0,23574.0,18429.0,5581.0,1659.0,417.0,144.0,44.0,64.0
188,Gosenzo San'e,6.11,"Comedy, Hentai, Mystery, Supernatural",Masquerade,御先祖賛江,OVA,4,"Sep 25, 1998 to Mar 25, 1999",Unknown,"AIC, Green Bunny, BEAM Entertainment",Unknown,Unknown,Original,30 min. per ep.,Rx - Hentai,Unknown,8469,2308,4,148,1072,100,122,866,51.0,42.0,89.0,168.0,159.0,132.0,59.0,19.0,20.0,33.0
189,Love Hina,7.14,"Comedy, Ecchi, Harem, Romance, Shounen, Slice of Life",Love Hina,ラブひな,TV,24,"Apr 19, 2000 to Sep 27, 2000",Spring 2000,"Production I.G, TV Tokyo, Yomiko Advertising","Funimation, Bandai Entertainment",Xebec,Manga,23 min. per ep.,PG-13 - Teens 13 or older,3037.0,645,225891,1584,7492,154064,7241,11599,45495,8738.0,14308.0,27588.0,33959.0,19199.0,10492.0,4394.0,1873.0,1072.0,746.0
190,Love Hina Again,7.25,"Comedy, Drama, Ecchi, Romance, Shounen",Love Hina Again,ラブ ひな Again,OVA,3,"Jan 26, 2002 to Mar 27, 2002",Unknown,"Starchild Records, Audio Tanaka","Bandai Entertainment, Discotek Media",Xebec,Manga,30 min. per ep.,PG-13 - Teens 13 or older,2581.0,1715,76962,95,771,66654,551,456,8530,3712.0,6222.0,11477.0,13780.0,7002.0,3362.0,1285.0,582.0,274.0,150.0
191,Love Hina Christmas Special: Silent Eve,7.34,"Slice of Life, Comedy, Romance",Love Hina Christmas Movie,ラブひなクリスマススペシャル ～サイレント・イヴ～,Special,1,"Dec 25, 2000",Unknown,Yomiko Advertising,Bandai Entertainment,Xebec,Manga,46 min.,PG-13 - Teens 13 or older,2174.0,2177,53291,49,353,47981,287,168,4502,2798.0,4607.0,8293.0,9697.0,4732.0,2240.0,677.0,256.0,142.0,102.0
192,Love Hina Haru Special: Kimi Sakura Chiru Nakare!!,7.21,"Adventure, Comedy, Romance",Love Hina Spring Movie,ラブひな春スペシャル 〜キミサクラチルナカレ!!〜,Special,1,"Apr 2, 2001",Unknown,Yomiko Advertising,Bandai Entertainment,Xebec,Unknown,46 min.,PG-13 - Teens 13 or older,2731.0,2307,48221,23,369,42726,290,182,4654,2266.0,3599.0,6893.0,9013.0,4466.0,2241.0,737.0,274.0,186.0,100.0
193,Maburaho,6.8,"Comedy, Drama, Ecchi, Harem, Magic, Romance, School",Maburaho,まぶらほ,TV,24,"Oct 14, 2003 to Apr 6, 2004",Fall 2003,"Kadokawa Shoten, KlockWorx, Happinet Pictures, Sony PCL",ADV Films,J.C.Staff,Light novel,24 min. per ep.,R+ - Mild Nudity,4444.0,1583,85634,259,3675,58233,3065,4208,16453,2426.0,3800.0,8155.0,12682.0,8392.0,5076.0,2221.0,926.0,535.0,297.0
194,Macross Zero,7.55,"Adventure, Mecha, Military, Sci-Fi, Shounen",Macross Zero,マクロス ゼロ,OVA,5,"Dec 21, 2002 to Oct 20, 2004",Unknown,Bandai Visual,Unknown,Satelight,Original,30 min. per ep.,R+ - Mild Nudity,1438.0,2809,33232,125,896,22070,670,438,9158,1399.0,2836.0,5185.0,4475.0,1973.0,817.0,298.0,103.0,35.0,33.0
