MAL_ID,Name,Score,Genres,English name,Japanese name,Type,Episodes,Aired,Premiered,Producers,Licensors,Studios,Source,Duration,Rating,Ranked,Popularity,Members,Favorites,Watching,Completed,On-Hold,Dropped,Plan to Watch,Score-10,Score-9,Score-8,Score-7,Score-6,Score-5,Score-4,Score-3,Score-2,Score-1
740,Bishoujo Senshi Sailor Moon R,7.69,"Demons, Magic, Romance, Shoujo",Sailor Moon R,美少女戦士セーラームーン R,TV,43,"Mar 6, 1993 to Mar 12, 1994",Spring 1993,TV Asahi,"ADV Films, VIZ Media, DiC Entertainment",Toei Animation,Manga,24 min. per ep.,PG-13 - Teens 13 or older,1051.0,1213,120962,849,5165,96739,3391,1828,13839,10554.0,10728.0,16358.0,18395.0,7840.0,3193.0,770.0,258.0,132.0,131.0
741,Sensitive Pornograph,6.75,"Comedy, Drama, Hentai, Romance, Yaoi",Unknown,センシティブ・ポルノグラフ,OVA,1,"Dec 20, 2004",Unknown,Phoenix Entertainment,Media Blasters,Ajia-Do,Manga,30 min.,Rx - Hentai,Unknown,2541,40019,241,660,35297,146,425,3491,2640.0,2472.0,3945.0,5057.0,4060.0,2680.0,1169.0,699.0,516.0,574.0
743,Umi ga Kikoeru,6.61,"Drama, Romance, School, Slice of Life",The Ocean Waves,海がきこえる,Special,1,"May 5, 1993",Unknown,Unknown,GKIDS,"J.C.Staff, Studio Ghibli",Novel,1 hr. 12 min.,PG-13 - Teens 13 or older,5319.0,1706,77432,267,1259,53882,606,361,21324,1653.0,2973.0,7095.0,12096.0,9584.0,4968.0,2345.0,915.0,480.0,261.0
744,Trouble Chocolate,6.54,"Comedy, Romance, Sci-Fi, Shounen",Unknown,トラブルチョコレート,TV,20,"Oct 8, 1999 to Mar 24, 2000",Fall 1999,Robot Communications,VIZ Media,AIC,Radio,25 min. per ep.,G - All Ages,5709.0,6797,4433,20,270,1891,246,371,1655,76.0,129.0,250.0,444.0,318.0,203.0,107.0,58.0,36.0,27.0
746,Papa to Kiss in the Dark,6.03,"Comedy, Drama, Romance, Yaoi",Papa to Kiss in the Dark,パパとKISS IN THE DARK,OVA,2,"Nov 23, 2005 to Dec 21, 2005",Unknown,"Hakusensha, Three Fat Samurai, Sol Blade",Unknown,TNK,Light novel,30 min. per ep.,R+ - Mild Nudity,Unknown,2426,43718,186,679,38188,237,697,3917,1838.0,2013.0,3197.0,4888.0,4620.0,3600.0,2173.0,1371.0,1205.0,1244.0
747,Haru wo Daite Ita,6.76,"Drama, Romance, Yaoi",Embracing Love,春を抱いていた,OVA,2,"Mar 31, 2005 to May 27, 2005",Unknown,"Frontier Works, On-Lead","Media Blasters, Kitty Media",Trinet Entertainment,Manga,30 min. per ep.,R+ - Mild Nudity,Unknown,3437,22629,98,325,19257,176,274,2597,1009.0,1220.0,2285.0,3281.0,2503.0,1538.0,646.0,310.0,185.0,160.0
748,True Love Story,6.07,Romance,"True Love Story Summer Days, and yet...","True Love Story Summer Days, and yet...",OVA,3,"Sep 26, 2003 to Apr 23, 2004",Unknown,KSS,Unknown,Unknown,Visual novel,25 min. per ep.,PG-13 - Teens 13 or older,7924.0,6914,4233,5,149,1898,84,105,1997,64.0,77.0,153.0,320.0,345.0,238.0,110.0,55.0,42.0,30.0
749,Nanami-chan,6.05,"Kids, Comedy",Unknown,ななみちゃん,TV,12,"Oct 2, 2004 to Jan 8, 2005",Fall 2004,Robot Communications,Unknown,Unknown,Unknown,5 min. per ep.,G - All Ages,8056.0,10236,1108,1,62,513,44,112,377,21.0,15.0,52.0,84.0,92.0,90.0,29.0,18.0,10.0,10.0
750,Binchou-tan,6.92,"Slice of Life, Comedy",Unknown,びんちょうタン,TV,12,"Feb 2, 2006 to Apr 15, 2006",Winter 2006,"Bandai Visual, Frontier Works, TBS, Alchemist",Unknown,Studio Deen,Manga,12 min. per ep.,G - All Ages,3937.0,5023,9440,60,368,4522,410,639,3501,278.0,319.0,739.0,982.0,737.0,454.0,143.0,84.0,53.0,33.0
751,Bomberman Jetters,6.87,"Action, Sci-Fi, Adventure, Comedy",Unknown,ボンバーマン ジェッターズ,TV,52,"Oct 2, 2002 to Sep 24, 2003",Fall 2002,Unknown,Unknown,Studio Deen,Game,23 min. per ep.,G - All Ages,4157.0,7508,3387,43,181,1445,185,326,1250,106.0,110.0,181.0,308.0,214.0,136.0,46.0,33.0,13.0,17.0
752,Osakana wa Ami no Naka,4.96,"Drama, Shounen Ai",Fish in the Trap,おさかなはあみの中,OVA,1,"Jul 21, 1994",Unknown,Echo,Unknown,J.C.Staff,Manga,27 min.,R+ - Mild Nudity,10633.0,5588,7243,4,95,5630,65,131,1322,97.0,80.0,206.0,458.0,707.0,852.0,562.0,329.0,315.0,268.0
753,Chijoku Shinsatsushitsu,6.24,Hentai,Doctor Shameless,恥辱診察室,OVA,2,"May 25, 2003 to Sep 25, 2003",Unknown,"Milky Animation Label, T-Rex",Media Blasters,Unknown,Visual novel,26 min. per ep.,Rx - Hentai,Unknown,6714,4564,11,296,2603,204,184,1277,123.0,97.0,183.0,394.0,391.0,244.0,102.0,70.0,48.0,42.0
754,Yuki no Joou (TV),7.03,"Adventure, Drama, Fantasy, Shoujo",The Snow Queen,雪の女王,TV,36,"May 22, 2005 to Feb 12, 2006",Spring 2005,NHK,Unknown,TMS Entertainment,Book,25 min. per ep.,PG - Children,3527.0,7453,3509,16,230,724,313,247,1995,69.0,67.0,167.0,205.0,118.0,70.0,18.0,15.0,8.0,6.0
755,Boku no Sexual Harassment,5.69,"Hentai, Yaoi",My Sexual Harassment,僕のセクシャルハラスメント,OVA,3,"Dec 15, 1994 to Oct 6, 1995",Unknown,Triple X,Media Blasters,Unknown,Novel,36 min. per ep.,Rx - Hentai,Unknown,4107,15491,78,407,12199,217,527,2141,439.0,393.0,771.0,1495.0,1616.0,1446.0,871.0,483.0,396.0,419.0
756,School Days ONA,5.96,"Romance, School, Drama",Unknown,スクールデイズ,ONA,1,"Feb 25, 2005",Unknown,"Avex Entertainment, Lantis",Unknown,Unknown,Visual novel,21 min.,R - 17+ (violence & profanity),8369.0,2910,31294,52,462,22710,365,429,7328,833.0,858.0,1619.0,2929.0,3286.0,2502.0,1300.0,697.0,508.0,629.0
757,Kaze wo Mita Shounen,6.71,"Adventure, Drama, Fantasy",The Boy Who Saw the Wind,風を見た少年,Movie,1,"Jul 22, 2000",Unknown,Unknown,Unknown,Brain's Base,Book,1 hr. 37 min.,PG - Children,4863.0,6456,5045,0,104,2564,80,81,2216,91.0,144.0,353.0,554.0,402.0,233.0,83.0,41.0,18.0,9.0
758,RahXephon: Tagen Hensoukyoku,7.04,"Action, Drama, Mecha, Psychological, Romance, Sci-Fi",RahXephon:Pluralitas Concentio,ラーゼフォン 多元変奏曲,Movie,1,"Apr 19, 2003",Unknown,"Media Factory, Shochiku, Asatsu DK, Sakura Create",ADV Films,Bones,Original,2 hr.,PG-13 - Teens 13 or older,3480.0,4334,13589,20,243,8922,215,149,4060,405.0,712.0,1457.0,1877.0,1080.0,508.0,262.0,84.0,38.0,29.0
759,Tokyo Godfathers,8.29,"Comedy, Drama",Tokyo Godfathers,東京ゴッドファーザーズ,Movie,1,"Nov 8, 2003",Unknown,"Dentsu, Genco, Tohokushinsha Film Corporation","Sony Pictures Entertainment, GKIDS",Madhouse,Original,1 hr. 32 min.,PG-13 - Teens 13 or older,231.0,740,198233,1721,3375,124382,1458,614,68404,16163.0,28064.0,33111.0,15112.0,4280.0,1282.0,398.0,148.0,78.0,199.0
760,Tenjou Tenge: The Past Chapter,7.07,"Adventure, Drama, Martial Arts, Romance, Shounen, Supernatural",TenjhoTenge:The Past Chapter,天上天下　THE PAST CHAPTER,Movie,1,"Mar 30, 2005",Unknown,Unknown,Unknown,Madhouse,Manga,1 hr. 32 min.,R - 17+ (violence & profanity),3334.0,3654,20134,23,358,14034,238,210,5294,679.0,960.0,2018.0,2891.0,1560.0,736.0,274.0,131.0,61.0,61.0
761,Naruto: Akaki Yotsuba no Clover wo Sagase,6.52,"Adventure, Comedy, Shounen",Naruto:Find the Crimson Four-leaf Clover!,ナルト 紅き四つ葉のクローバーを探せ,Special,1,"May 24, 2003",Unknown,Unknown,Unknown,Studio Pierrot,Manga,17 min.,PG-13 - Teens 13 or older,5798.0,1842,68025,137,528,60210,351,301,6635,2833.0,2371.0,4720.0,9395.0,9249.0,5684.0,2187.0,843.0,453.0,317.0
762,Bleach: Memories in the Rain,7.15,"Action, Adventure, Supernatural, Drama, Shounen",Bleach:Memories in the Rain,BLEACH Memories in the Rain,Special,1,"Dec 18, 2004",Unknown,Unknown,Unknown,Studio Pierrot,Manga,29 min.,PG-13 - Teens 13 or older,2986.0,1346,105026,327,984,92300,521,381,10840,5593.0,6434.0,12020.0,17902.0,10193.0,4975.0,1556.0,540.0,264.0,230.0
763,Zoids,7.38,"Action, Adventure, Comedy, Mecha, Sci-Fi",Zoids,ゾイド,TV,67,"Sep 4, 1999 to Dec 23, 2000",Fall 1999,Unknown,"VIZ Media, Geneon Entertainment USA",Xebec,Unknown,25 min. per ep.,PG - Children,2009.0,2495,41604,273,1337,29603,1798,2484,6382,1768.0,2843.0,5648.0,6740.0,3159.0,1555.0,389.0,147.0,77.0,44.0
764,Zoids Shinseiki/Zero,7.34,"Adventure, Comedy, Mecha, Sci-Fi, Shounen, Sports",Zoids:New Century,ゾイド新世紀／ゼロ,TV,26,"Jan 6, 2001 to Jun 30, 2001",Winter 2001,Unknown,VIZ Media,Xebec,Unknown,24 min. per ep.,PG - Children,2181.0,3329,24166,149,601,18904,625,649,3387,977.0,1734.0,3437.0,4342.0,1912.0,873.0,245.0,67.0,31.0,26.0
765,Chou Henshin Cosprayers Specials,5.02,"Adventure, Magic, Comedy, Sci-Fi",Unknown,超変身コス∞プレイヤー,Special,3,"Jul 16, 2004 to Jul 26, 2004",Unknown,m.o.e.,Unknown,"Imagin, Studio Live",Original,14 min. per ep.,PG-13 - Teens 13 or older,10591.0,8932,1930,1,44,1205,55,45,581,19.0,22.0,59.0,102.0,126.0,173.0,125.0,85.0,81.0,55.0
766,Kishin Houkou Demonbane,6.05,"Comedy, Drama, Mecha, Sci-Fi",Unknown,機神咆吼デモンベイン,OVA,1,"Jul 1, 2004",Unknown,"Frontier Works, Kadokawa Shoten, Half H.P Studio, Digiturbo",Unknown,"Group TAC, View Works",Visual novel,24 min.,PG-13 - Teens 13 or older,8031.0,5196,8606,12,228,4992,161,167,3058,141.0,155.0,351.0,755.0,785.0,571.0,303.0,147.0,84.0,50.0
767,Burn Up!,6.09,"Action, Sci-Fi, Comedy, Police, Ecchi",Unknown,バーンナップ,OVA,1,"Mar 21, 1991",Unknown,Media Rings,"ADV Films, Sentai Filmworks",AIC,Original,46 min.,R - 17+ (violence & profanity),7864.0,5706,6908,4,175,4075,112,96,2450,60.0,95.0,284.0,759.0,750.0,550.0,228.0,83.0,46.0,23.0
769,Burn Up! W,6.37,"Sci-Fi, Comedy, Ecchi, Mecha, Shounen",Unknown,バーンナップW,OVA,4,"Apr 10, 1996 to Sep 26, 1996",Unknown,Media Rings,ADV Films,AIC,Original,27 min. per ep.,R+ - Mild Nudity,6561.0,5274,8334,5,215,5463,195,221,2240,78.0,193.0,568.0,1136.0,982.0,584.0,214.0,102.0,45.0,23.0
770,Pale Cocoon,7.37,"Drama, Sci-Fi",Unknown,ペイル・コクーン,OVA,1,"Dec 10, 2005",Unknown,Directions,Unknown,Studio Rikka,Original,23 min.,PG-13 - Teens 13 or older,2034.0,1994,60346,223,904,39566,424,178,19274,2312.0,4625.0,8281.0,8382.0,4207.0,1986.0,704.0,287.0,146.0,123.0
771,Ginyuu Mokushiroku Meine Liebe Wieder,6.69,"Drama, Fantasy, Shoujo",Unknown,吟遊黙示録マイネリーベ ヴィーダー,TV,13,"Jan 22, 2006 to Apr 13, 2006",Winter 2006,"Geneon Universal Entertainment, Marvelous",Unknown,Bee Train,Visual novel,24 min. per ep.,PG-13 - Teens 13 or older,4963.0,5849,6482,14,219,2762,271,267,2963,107.0,170.0,381.0,579.0,451.0,274.0,102.0,33.0,31.0,12.0
773,Tenamonya Voyagers,6.19,"Ecchi, Adventure, Comedy, Mecha, Sci-Fi",Unknown,てなもんやボイジャーズ,OVA,4,"Jun 25, 1999 to Dec 18, 1999",Unknown,Bandai Visual,Bandai Entertainment,Studio Pierrot,Original,30 min. per ep.,PG-13 - Teens 13 or older,7416.0,7373,3592,3,130,1468,90,110,1794,33.0,52.0,152.0,302.0,296.0,192.0,94.0,39.0,24.0,10.0
776,Nanaka 6/17,6.61,"Slice of Life, Comedy, Drama, Romance, Shounen",Unknown,ななか６／１７,TV,12,"Jan 9, 2003 to Mar 27, 2003",Winter 2003,Genco,ADV Films,J.C.Staff,Manga,25 min. per ep.,PG-13 - Teens 13 or older,5351.0,5409,7842,15,318,4216,341,488,2479,143.0,187.0,516.0,955.0,779.0,427.0,174.0,60.0,35.0,18.0
777,Hellsing Ultimate,8.4,"Action, Military, Horror, Supernatural, Vampire, Seinen",Hellsing Ultimate,HELLSING OVA,OVA,10,"Feb 10, 2006 to Dec 26, 2012",Unknown,"Geneon Universal Entertainment, StudioRF Inc., Shounen Gahousha","Funimation, Geneon Entertainment USA","Madhouse, Satelight, Graphinica",Manga,50 min. per ep.,R - 17+ (violence & profanity),154.0,143,676023,18134,61371,406085,35477,17217,155873,84495.0,100315.0,94259.0,49044.0,16994.0,6719.0,3006.0,1217.0,611.0,886.0
779,Detective Conan Movie 01: The Timed Skyscraper,7.87,"Adventure, Mystery, Comedy, Police, Shounen",Case Closed The Movie:The Time Bombed Skyscraper,名探偵コナン 時計じかけの摩天楼,Movie,1,"Apr 19, 1997",Unknown,"Shogakukan-Shueisha Productions, YTV",Funimation,TMS Entertainment,Manga,1 hr. 34 min.,PG-13 - Teens 13 or older,711.0,2150,53840,75,491,49829,182,199,3139,4392.0,5975.0,10769.0,8781.0,2741.0,898.0,179.0,64.0,25.0,55.0
780,Detective Conan Movie 02: The Fourteenth Target,7.9,"Adventure, Mystery, Comedy, Police, Shounen",Case Closed:The Fourteenth Target,名探偵コナン １４番目の標的,Movie,1,"Apr 18, 1998",Unknown,Unknown,Funimation,TMS Entertainment,Manga,1 hr. 39 min.,PG-13 - Teens 13 or older,671.0,2303,48210,71,383,44493,187,207,2940,3972.0,5413.0,9677.0,7368.0,2286.0,812.0,171.0,61.0,23.0,35.0
781,Detective Conan Movie 03: The Last Wizard of the Century,8.04,"Adventure, Mystery, Comedy, Police, Shounen",Case Closed Movie 3:The Last Wizard of the Century,名探偵コナン 世紀末の魔術師,Movie,1,"Apr 17, 1999",Unknown,Unknown,Funimation,TMS Entertainment,Manga,1 hr. 40 min.,PG-13 - Teens 13 or older,484.0,2244,50636,74,511,46352,219,246,3308,4738.0,6484.0,10142.0,6539.0,2044.0,703.0,143.0,51.0,18.0,54.0
782,Gasaraki,6.66,"Psychological, Mecha, Military, Supernatural, Drama",Gasaraki,ガサラキ,TV,25,"Oct 4, 1998 to Mar 28, 1999",Fall 1998,"Yomiko Advertising, Atelier Musa","ADV Films, Nozomi Entertainment",Sunrise,Original,25 min. per ep.,PG-13 - Teens 13 or older,5082.0,3876,17612,41,889,5726,935,1087,8975,172.0,353.0,922.0,1405.0,1013.0,653.0,318.0,117.0,54.0,50.0
783,Miami Guns,6.47,"Comedy, Ecchi, Police, Shounen",Unknown,マイアミ☆ガンズ,TV,13,"Feb 5, 2000 to May 20, 2000",Winter 2000,"Kodansha, Animaruya",Unknown,Group TAC,Manga,23 min. per ep.,R - 17+ (violence & profanity),6070.0,6476,4973,14,261,1965,202,363,2182,79.0,103.0,225.0,409.0,355.0,239.0,123.0,57.0,23.0,26.0
785,Otaku no Video,7.14,"Comedy, Drama, Historical, Magic, Mecha, Sci-Fi",Unknown,おたくのビデオ,OVA,2,"Sep 27, 1991 to Dec 20, 1991",Unknown,Youmex,AnimEigo,Gainax,Other,48 min. per ep.,PG-13 - Teens 13 or older,3042.0,3287,24904,96,519,14365,344,258,9418,632.0,1120.0,2676.0,3671.0,1783.0,800.0,268.0,104.0,43.0,45.0
786,Pugyuru,5.73,"Comedy, Fantasy, School",Unknown,ぷぎゅる,TV,13,"Apr 12, 2004 to Jul 5, 2004",Spring 2004,"Kids Station, Kodansha, Movic",Unknown,Creators Dot Com,Unknown,3 min. per ep.,PG-13 - Teens 13 or older,9046.0,7185,3852,8,105,2203,93,170,1281,92.0,74.0,167.0,279.0,365.0,281.0,187.0,103.0,102.0,73.0
788,Eiken: Eikenbu yori Ai wo Komete,4.39,"Ecchi, Comedy, Harem, School",Eiken,エイケン エイケンヴより愛をこめて,OVA,2,"Jun 25, 2003 to Jun 23, 2004",Unknown,Genco,Media Blasters,J.C.Staff,Manga,30 min. per ep.,PG-13 - Teens 13 or older,10938.0,3268,25048,46,801,16643,350,997,6257,623.0,341.0,650.0,1274.0,1623.0,1768.0,1711.0,1379.0,1640.0,2358.0
789,Shinigami no Ballad.,6.93,"Drama, Fantasy, Psychological, Supernatural","Momo, Girl God of Death",しにがみのバラッド。,TV,6,"Mar 3, 2006 to Apr 7, 2006",Spring 2006,Pony Canyon,Maiden Japan,"Group TAC, Ginga Ya",Light novel,25 min. per ep.,PG-13 - Teens 13 or older,3879.0,2492,41384,95,1364,22476,1465,1761,14318,1019.0,1683.0,3540.0,5113.0,3357.0,1951.0,662.0,292.0,130.0,92.0
790,Ergo Proxy,7.92,"Psychological, Mystery, Sci-Fi",Ergo Proxy,エルゴプラクシー,TV,23,"Feb 25, 2006 to Aug 12, 2006",Winter 2006,"Geneon Universal Entertainment, WOWOW, Sakura Create","Funimation, Geneon Entertainment USA",Manglobe,Original,25 min. per ep.,R - 17+ (violence & profanity),651.0,249,478552,11039,28651,213453,26468,18804,191176,27077.0,42063.0,53997.0,37433.0,16180.0,7591.0,3611.0,1405.0,716.0,745.0
791,Arion,6.14,"Action, Adventure, Fantasy, Magic, Drama, Seinen",Arion,ネオ・ヒロイック・ファンタジア　アリオン,Movie,1,"Mar 15, 1986",Unknown,Tokuma Shoten,Unknown,Sunrise,Manga,2 hr.,R+ - Mild Nudity,7588.0,6615,4734,7,132,2259,68,81,2194,49.0,92.0,231.0,379.0,426.0,271.0,140.0,73.0,41.0,30.0
792,Ranma ½: Kessen Tougenkyou! Hanayome wo Torimodose!,7.42,"Adventure, Comedy, Shounen",Ranma ½:Nihao My Concubine,らんま1/2 決戦桃幻郷! 花嫁を奪りもどせ!!,Movie,1,"Aug 1, 1992",Unknown,"Pony Canyon, Fuji TV",VIZ Media,Unknown,Manga,1 hr.,PG-13 - Teens 13 or older,1821.0,3893,17528,20,200,14345,177,106,2700,930.0,1350.0,2406.0,2839.0,1226.0,558.0,149.0,59.0,30.0,27.0
793,xxxHOLiC Movie: Manatsu no Yoru no Yume,7.96,"Mystery, Comedy, Psychological, Supernatural, Drama",xxxHOLiC The Movie:A Midsummer Night's Dream,劇場版　×××HOLiC　真夏ノ夜ノ夢,Movie,1,"Aug 20, 2005",Unknown,"Shochiku, Kodansha, Movic",Funimation,Production I.G,Manga,1 hr.,PG-13 - Teens 13 or older,589.0,2089,56195,110,727,41572,482,271,13143,4053.0,6287.0,9576.0,6810.0,2188.0,758.0,172.0,68.0,24.0,42.0
795,Oniisama e...,7.79,"Psychological, Drama, School, Shoujo, Shoujo Ai","Brother, Dear Brother",おにいさまへ…,TV,39,"Jul 14, 1991 to May 31, 1992",Summer 1991,NHK,Unknown,Tezuka Productions,Manga,25 min. per ep.,PG-13 - Teens 13 or older,832.0,3031,28971,622,1922,7539,1307,987,17216,1040.0,1361.0,1749.0,1346.0,678.0,317.0,145.0,83.0,54.0,57.0
796,Mahoujin Guru Guru Movie,6.81,"Adventure, Comedy, Fantasy, Magic, Shounen",Magical Circle Guru Guru Movie,劇場版 魔法陣グルグル,Movie,1,"Apr 20, 1996",Unknown,Unknown,Unknown,Nippon Animation,Manga,30 min.,G - All Ages,4420.0,9303,1667,4,51,876,28,58,654,41.0,53.0,102.0,191.0,120.0,52.0,12.0,5.0,8.0,5.0
797,Hanaukyou Maid-tai OVA,6.69,"Comedy, Ecchi, Harem, Romance",Unknown,花右京メイド隊,OVA,3,"Sep 19, 2001 to Nov 7, 2001",Unknown,m.o.e.,Unknown,Daume,Manga,14 min. per ep.,R+ - Mild Nudity,4959.0,5160,8732,6,165,6586,131,107,1743,224.0,288.0,697.0,1258.0,964.0,467.0,196.0,91.0,35.0,17.0
798,Yomigaeru Sora: Rescue Wings,7.42,"Drama, Military, Seinen",Unknown,よみがえる空 -Rescue Wings-,TV,12,"Jan 9, 2006 to Mar 27, 2006",Winter 2006,"Bandai Visual, Lantis, Imagine",Unknown,J.C.Staff,Original,23 min. per ep.,PG-13 - Teens 13 or older,1850.0,4618,11676,35,452,4440,393,405,5986,204.0,533.0,1108.0,1089.0,479.0,193.0,62.0,30.0,5.0,6.0
799,Kokoro Toshokan,6.48,"Comedy, Drama, Slice of Life",Unknown,ココロ図書館,TV,13,"Oct 12, 2001 to Feb 17, 2002",Fall 2001,Victor Entertainment,Unknown,Studio Deen,Manga,24 min. per ep.,PG - Children,5991.0,6289,5362,17,208,2079,242,407,2426,86.0,124.0,255.0,407.0,336.0,226.0,116.0,64.0,42.0,34.0
800,NieA Under 7,6.85,"Comedy, Sci-Fi, Slice of Life",Unknown,ニア アンダーセブン,TV,13,"Apr 26, 2000 to Jul 19, 2000",Spring 2000,"Shaft, Genco, Kadokawa Shoten, SynergySP, Pioneer LDC","Discotek Media, Geneon Entertainment USA",Triangle Staff,Original,23 min. per ep.,PG-13 - Teens 13 or older,4214.0,3083,28038,116,1124,10125,1110,1197,14482,316.0,749.0,1735.0,2593.0,1708.0,919.0,374.0,139.0,54.0,53.0
801,Koukaku Kidoutai: Stand Alone Complex 2nd GIG,8.54,"Action, Military, Sci-Fi, Mystery, Police, Mecha, Seinen",Ghost in the Shell:Stand Alone Complex 2nd GIG,攻殻機動隊 S.A.C. 2nd GIG,TV,26,"Jan 1, 2004 to Jan 8, 2005",Winter 2004,"Bandai Visual, Dentsu, Victor Entertainment, Kodansha, Tokuma Shoten, Nippon Television Network","Bandai Entertainment, Manga Entertainment",Production I.G,Manga,25 min. per ep.,R - 17+ (violence & profanity),88.0,778,191690,3021,7242,115405,5597,2104,61342,20351.0,29634.0,25007.0,10811.0,2912.0,1084.0,345.0,147.0,71.0,433.0
807,Tsubasa Chronicle: Tori Kago no Kuni no Himegimi,7.33,"Action, Adventure, Fantasy, Drama, Shounen",Tsubasa RESERVoir CHRoNiCLE The Movie:The Princess in the Birdcage Kingdom,ツバサ・クロニクル 鳥カゴの国の姫君,Movie,1,"Aug 20, 2005",Unknown,"Shochiku, NHK, Kodansha, Movic, Nippon Shuppan Hanbai (Nippan) K.K.",Funimation,Production I.G,Unknown,35 min.,PG-13 - Teens 13 or older,2230.0,2482,41710,85,454,31418,401,205,9232,1975.0,2708.0,5149.0,6715.0,3260.0,1462.0,449.0,165.0,66.0,58.0
808,Bakuretsu Hunters OVA,6.54,"Action, Adventure, Harem, Comedy, Super Power, Magic, Romance, Ecchi, Fantasy, Shounen",Sorcerer Hunters,元祖　爆れつハンター,OVA,3,"Dec 21, 1996 to Apr 23, 1997",Unknown,"Tokyo Kids, Movic",ADV Films,"Xebec, Production Reed",Manga,28 min. per ep.,R+ - Mild Nudity,5658.0,6219,5518,9,179,3288,137,141,1773,101.0,171.0,346.0,638.0,477.0,315.0,119.0,63.0,30.0,18.0
810,Android Ana Maico 2010,6.44,"Comedy, Drama, Sci-Fi, Seinen",Android Announcer Maico 2010,アンドロイド・アナ　MAICO ２０１０,TV,24,"Apr 6, 1998 to Sep 28, 1998",Spring 1998,"Pony Canyon, animate Film, Movic",Unknown,"Group TAC, Animaruya",Manga,14 min. per ep.,PG-13 - Teens 13 or older,6197.0,7925,2867,3,120,1140,152,238,1217,30.0,62.0,116.0,260.0,230.0,142.0,72.0,19.0,15.0,7.0
811,I''s Pure,6.91,"Comedy, Drama, Ecchi, Romance, School",I''s Pure,アイズピュア,OVA,6,"Dec 9, 2005 to Jun 23, 2006",Unknown,Unknown,VIZ Media,"Studio Pierrot, Arms",Manga,27 min. per ep.,R+ - Mild Nudity,3995.0,3422,22823,61,625,14848,560,539,6251,645.0,1086.0,2369.0,3284.0,2189.0,1114.0,476.0,204.0,112.0,66.0
812,Chikyuu Shoujo Arjuna,6.83,"Adventure, Drama, Magic, Sci-Fi",Arjuna,地球少女アルジュナ,TV,13,"Jan 9, 2001 to Mar 27, 2001",Winter 2001,"Bandai Visual, Sotsu",Bandai Entertainment,Satelight,Original,26 min. per ep.,PG-13 - Teens 13 or older,4321.0,3194,26398,179,989,11734,1059,1541,11075,738.0,1080.0,1781.0,2429.0,1712.0,1110.0,543.0,268.0,152.0,117.0
813,Dragon Ball Z,8.16,"Action, Adventure, Comedy, Fantasy, Martial Arts, Shounen, Super Power",Dragon Ball Z,ドラゴンボールZ,TV,291,"Apr 26, 1989 to Jan 31, 1996",Spring 1989,Fuji TV,Funimation,Toei Animation,Manga,24 min. per ep.,PG-13 - Teens 13 or older,348.0,88,888982,32032,32608,772421,19285,23682,40986,144729.0,128360.0,158845.0,115623.0,43658.0,18301.0,5619.0,2157.0,1143.0,1618.0
814,Tennis no Ouji-sama: Atobe kara no Okurimono - Kimi ni Sasageru Tennis Prince Matsuri,7.49,"Comedy, Sports, Shounen",Prince of Tennis:Atobe Kara no Okurimono,テニスの王子様 跡部からの贈り物 君に捧げるテニプリ祭り,Movie,1,"Jan 29, 2005",Unknown,"Production I.G, Nihon Ad Systems",Unknown,Trans Arts,Manga,30 min.,PG-13 - Teens 13 or older,1618.0,4355,13428,44,135,11041,78,116,2058,923.0,989.0,1642.0,1940.0,919.0,430.0,126.0,44.0,30.0,23.0
815,Tennis no Ouji-sama Movie 1: Futari no Samurai - The First Game,7.36,"Action, Sports, Shounen","The Prince of Tennis:The Two Samurai, The First Game",劇場版 テニスの王子様 二人のサムライ The First Game,Movie,1,"Jan 29, 2005",Unknown,"Nihon Ad Systems, Shueisha",Unknown,Production I.G,Manga,1 hr. 5 min.,PG-13 - Teens 13 or older,2085.0,3763,18670,45,173,16033,100,117,2247,1264.0,1524.0,2324.0,2868.0,1451.0,706.0,282.0,134.0,73.0,39.0
816,Nanako Kaitai Shinsho,5.58,"Military, Sci-Fi, Comedy, Mecha",Amazing Nurse Nanako,菜々子解体診書,OVA,6,"Jul 5, 1999 to Mar 24, 2000",Unknown,"Genco, Pioneer LDC",Geneon Entertainment USA,Radix,Original,26 min. per ep.,R+ - Mild Nudity,9462.0,5065,9224,25,370,5101,324,617,2812,104.0,122.0,320.0,720.0,875.0,833.0,451.0,270.0,212.0,148.0
817,Tactical Roar,6.44,"Comedy, Military, Romance, Sci-Fi",Unknown,タクティカルロア,TV,13,"Jan 8, 2006 to Apr 2, 2006",Winter 2006,"Bandai Visual, Lantis",Unknown,Actas,Unknown,25 min. per ep.,PG-13 - Teens 13 or older,6237.0,5124,8903,12,437,4555,379,501,3031,115.0,177.0,480.0,972.0,774.0,498.0,216.0,98.0,59.0,39.0
818,Sakura Tsuushin,6.21,"Comedy, Drama, Romance, Slice of Life",Sakura Diaries,桜通信,OVA,12,"May 21, 1997 to Oct 22, 1997",Unknown,"Kitty Films, Studio Tulip",ADV Films,Shaft,Manga,24 min. per ep.,R+ - Mild Nudity,7278.0,4657,11429,21,446,5833,427,614,4109,136.0,206.0,581.0,1179.0,1176.0,783.0,363.0,145.0,104.0,66.0
